PRISM Time Series Data
Locations: 49
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 2019-01-01 - 2019-06-30
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2019-Oct-03
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
06803170,-96.8061,40.8108,1230,2019-01-01,0.00,17.8
06803170,-96.8061,40.8108,1230,2019-01-02,0.00,11.1
06803170,-96.8061,40.8108,1230,2019-01-03,0.00,25.8
06803170,-96.8061,40.8108,1230,2019-01-04,0.00,35.9
06803170,-96.8061,40.8108,1230,2019-01-05,0.00,39.9
06803170,-96.8061,40.8108,1230,2019-01-06,0.00,44.2
06803170,-96.8061,40.8108,1230,2019-01-07,0.00,46.3
06803170,-96.8061,40.8108,1230,2019-01-08,0.00,45.7
06803170,-96.8061,40.8108,1230,2019-01-09,0.00,36.0
06803170,-96.8061,40.8108,1230,2019-01-10,0.00,27.3
06803170,-96.8061,40.8108,1230,2019-01-11,0.00,32.7
06803170,-96.8061,40.8108,1230,2019-01-12,0.59,32.3
06803170,-96.8061,40.8108,1230,2019-01-13,0.10,28.7
06803170,-96.8061,40.8108,1230,2019-01-14,0.00,28.0
06803170,-96.8061,40.8108,1230,2019-01-15,0.00,30.4
06803170,-96.8061,40.8108,1230,2019-01-16,0.00,29.2
06803170,-96.8061,40.8108,1230,2019-01-17,0.03,25.0
06803170,-96.8061,40.8108,1230,2019-01-18,0.00,28.0
06803170,-96.8061,40.8108,1230,2019-01-19,0.02,19.1
06803170,-96.8061,40.8108,1230,2019-01-20,0.00,12.2
06803170,-96.8061,40.8108,1230,2019-01-21,0.00,12.8
06803170,-96.8061,40.8108,1230,2019-01-22,0.00,19.5
06803170,-96.8061,40.8108,1230,2019-01-23,0.29,19.5
06803170,-96.8061,40.8108,1230,2019-01-24,0.00,19.5
06803170,-96.8061,40.8108,1230,2019-01-25,0.00,9.8
06803170,-96.8061,40.8108,1230,2019-01-26,0.00,23.3
06803170,-96.8061,40.8108,1230,2019-01-27,0.00,29.0
06803170,-96.8061,40.8108,1230,2019-01-28,0.00,31.3
06803170,-96.8061,40.8108,1230,2019-01-29,0.00,17.9
06803170,-96.8061,40.8108,1230,2019-01-30,0.00,4.3
06803170,-96.8061,40.8108,1230,2019-01-31,0.02,-2.3
06803170,-96.8061,40.8108,1230,2019-02-01,0.00,13.2
06803170,-96.8061,40.8108,1230,2019-02-02,0.00,28.2
06803170,-96.8061,40.8108,1230,2019-02-03,0.00,41.0
06803170,-96.8061,40.8108,1230,2019-02-04,0.00,36.0
06803170,-96.8061,40.8108,1230,2019-02-05,0.00,14.2
06803170,-96.8061,40.8108,1230,2019-02-06,0.00,11.2
06803170,-96.8061,40.8108,1230,2019-02-07,0.03,10.3
06803170,-96.8061,40.8108,1230,2019-02-08,0.00,5.3
06803170,-96.8061,40.8108,1230,2019-02-09,0.00,8.9
06803170,-96.8061,40.8108,1230,2019-02-10,0.05,23.3
06803170,-96.8061,40.8108,1230,2019-02-11,0.00,28.6
06803170,-96.8061,40.8108,1230,2019-02-12,0.04,25.0
06803170,-96.8061,40.8108,1230,2019-02-13,0.00,23.4
06803170,-96.8061,40.8108,1230,2019-02-14,0.00,28.5
06803170,-96.8061,40.8108,1230,2019-02-15,0.00,22.1
06803170,-96.8061,40.8108,1230,2019-02-16,0.17,7.4
06803170,-96.8061,40.8108,1230,2019-02-17,0.19,10.0
06803170,-96.8061,40.8108,1230,2019-02-18,0.00,14.9
06803170,-96.8061,40.8108,1230,2019-02-19,0.00,11.7
06803170,-96.8061,40.8108,1230,2019-02-20,0.33,16.0
06803170,-96.8061,40.8108,1230,2019-02-21,0.00,14.1
06803170,-96.8061,40.8108,1230,2019-02-22,0.00,15.6
06803170,-96.8061,40.8108,1230,2019-02-23,0.03,24.2
06803170,-96.8061,40.8108,1230,2019-02-24,0.97,23.5
06803170,-96.8061,40.8108,1230,2019-02-25,0.00,5.7
06803170,-96.8061,40.8108,1230,2019-02-26,0.00,3.5
06803170,-96.8061,40.8108,1230,2019-02-27,0.00,8.0
06803170,-96.8061,40.8108,1230,2019-02-28,0.00,8.2
06803170,-96.8061,40.8108,1230,2019-03-01,0.00,14.6
06803170,-96.8061,40.8108,1230,2019-03-02,0.00,21.6
06803170,-96.8061,40.8108,1230,2019-03-03,0.08,7.7
06803170,-96.8061,40.8108,1230,2019-03-04,0.00,-1.9
06803170,-96.8061,40.8108,1230,2019-03-05,0.00,3.2
06803170,-96.8061,40.8108,1230,2019-03-06,0.00,10.5
06803170,-96.8061,40.8108,1230,2019-03-07,0.28,17.4
06803170,-96.8061,40.8108,1230,2019-03-08,0.00,21.4
06803170,-96.8061,40.8108,1230,2019-03-09,0.18,24.4
06803170,-96.8061,40.8108,1230,2019-03-10,0.12,29.1
06803170,-96.8061,40.8108,1230,2019-03-11,0.00,28.7
06803170,-96.8061,40.8108,1230,2019-03-12,0.00,30.7
06803170,-96.8061,40.8108,1230,2019-03-13,0.21,42.8
06803170,-96.8061,40.8108,1230,2019-03-14,0.55,48.2
06803170,-96.8061,40.8108,1230,2019-03-15,0.02,34.5
06803170,-96.8061,40.8108,1230,2019-03-16,0.00,34.9
06803170,-96.8061,40.8108,1230,2019-03-17,0.00,38.3
06803170,-96.8061,40.8108,1230,2019-03-18,0.00,35.6
06803170,-96.8061,40.8108,1230,2019-03-19,0.07,36.3
06803170,-96.8061,40.8108,1230,2019-03-20,0.42,39.1
06803170,-96.8061,40.8108,1230,2019-03-21,0.00,44.1
06803170,-96.8061,40.8108,1230,2019-03-22,0.00,43.3
06803170,-96.8061,40.8108,1230,2019-03-23,0.00,46.2
06803170,-96.8061,40.8108,1230,2019-03-24,0.33,48.6
06803170,-96.8061,40.8108,1230,2019-03-25,0.00,44.8
06803170,-96.8061,40.8108,1230,2019-03-26,0.00,43.9
06803170,-96.8061,40.8108,1230,2019-03-27,0.00,53.3
06803170,-96.8061,40.8108,1230,2019-03-28,0.00,60.2
06803170,-96.8061,40.8108,1230,2019-03-29,0.04,44.8
06803170,-96.8061,40.8108,1230,2019-03-30,0.35,37.1
06803170,-96.8061,40.8108,1230,2019-03-31,0.00,31.8
06803170,-96.8061,40.8108,1230,2019-04-01,0.00,37.4
06803170,-96.8061,40.8108,1230,2019-04-02,0.01,47.6
06803170,-96.8061,40.8108,1230,2019-04-03,0.00,46.1
06803170,-96.8061,40.8108,1230,2019-04-04,0.05,48.7
06803170,-96.8061,40.8108,1230,2019-04-05,0.00,52.9
06803170,-96.8061,40.8108,1230,2019-04-06,0.00,59.9
06803170,-96.8061,40.8108,1230,2019-04-07,0.26,65.1
06803170,-96.8061,40.8108,1230,2019-04-08,0.00,59.2
06803170,-96.8061,40.8108,1230,2019-04-09,0.00,62.0
06803170,-96.8061,40.8108,1230,2019-04-10,0.00,60.8
06803170,-96.8061,40.8108,1230,2019-04-11,0.15,53.1
06803170,-96.8061,40.8108,1230,2019-04-12,0.00,36.6
06803170,-96.8061,40.8108,1230,2019-04-13,0.00,35.2
06803170,-96.8061,40.8108,1230,2019-04-14,0.00,39.0
06803170,-96.8061,40.8108,1230,2019-04-15,0.00,44.6
06803170,-96.8061,40.8108,1230,2019-04-16,0.00,60.3
06803170,-96.8061,40.8108,1230,2019-04-17,0.00,64.2
06803170,-96.8061,40.8108,1230,2019-04-18,0.00,57.4
06803170,-96.8061,40.8108,1230,2019-04-19,0.00,51.2
06803170,-96.8061,40.8108,1230,2019-04-20,0.00,53.4
06803170,-96.8061,40.8108,1230,2019-04-21,0.00,66.5
06803170,-96.8061,40.8108,1230,2019-04-22,0.15,70.1
06803170,-96.8061,40.8108,1230,2019-04-23,0.00,49.8
06803170,-96.8061,40.8108,1230,2019-04-24,0.00,53.2
06803170,-96.8061,40.8108,1230,2019-04-25,0.00,60.2
06803170,-96.8061,40.8108,1230,2019-04-26,0.04,55.0
06803170,-96.8061,40.8108,1230,2019-04-27,0.21,55.3
06803170,-96.8061,40.8108,1230,2019-04-28,0.02,47.2
06803170,-96.8061,40.8108,1230,2019-04-29,0.01,48.2
06803170,-96.8061,40.8108,1230,2019-04-30,0.00,53.3
06803170,-96.8061,40.8108,1230,2019-05-01,0.07,47.1
06803170,-96.8061,40.8108,1230,2019-05-02,0.05,44.5
06803170,-96.8061,40.8108,1230,2019-05-03,0.00,50.4
06803170,-96.8061,40.8108,1230,2019-05-04,0.00,55.0
06803170,-96.8061,40.8108,1230,2019-05-05,0.05,59.7
06803170,-96.8061,40.8108,1230,2019-05-06,1.10,64.0
06803170,-96.8061,40.8108,1230,2019-05-07,0.71,53.7
06803170,-96.8061,40.8108,1230,2019-05-08,0.61,51.1
06803170,-96.8061,40.8108,1230,2019-05-09,0.31,48.0
06803170,-96.8061,40.8108,1230,2019-05-10,0.00,46.7
06803170,-96.8061,40.8108,1230,2019-05-11,0.00,53.1
06803170,-96.8061,40.8108,1230,2019-05-12,0.39,55.6
